Unnamed: 0,user,text,favorite_count,retweet_count,created_at,sentiment,scale
140,shakira,https://t.co/6Q5a4PMgVT https://t.co/ZfsDfA2N7Z,3543,226,2022-06-08 02:41:18+00:00,neutral,0
141,shakira,❣️ https://t.co/YlB8g6Nurm,12237,361,2022-06-08 02:19:03+00:00,neutral,0
142,shakira,https://t.co/duv10mPftD https://t.co/A7ordrScL9,3680,257,2022-06-08 02:14:34+00:00,neutral,0
143,shakira,Don’t miss tonight’s episode of Dancing With Myself! 10/9c on @nbc https://t.co/hFHNkVPwpg,11315,683,2022-06-07 14:53:31+00:00,neutral,0
144,shakira,https://t.co/QLMtUuiJEd,492018,15502,2022-06-04 10:26:21+00:00,neutral,0
145,shakira,So humbled. Thank you for all of the love. https://t.co/Y2JaF6fc0J,205541,6538,2022-06-02 17:30:02+00:00,positive,1
146,shakira,"Dr. Elizalde y el equipo de oftalmología de la Fundacion Barraquer ayudando a los niños de nuestra escuela @fpiesdescalzos en Cartagena, Colombia. Gracias a todo el equipo médico que dona su tiempo y esfuerzo a nuestros niños mas vulnerables. ❣️ https://t.co/S8Hq0TYI17",10328,570,2022-06-01 16:00:10+00:00,neutral,0
147,shakira,I want to see your favorite moments from tonight’s show! #DancingWithMyself https://t.co/SMBnuX98KG,16393,822,2022-06-01 02:43:53+00:00,positive,1
148,shakira,Tune In TONIGHT #DancingWithMyself on @nbc https://t.co/Koakzkfm34,5589,429,2022-05-31 14:40:42+00:00,neutral,0
149,shakira,Let the dance party begin! See you tomorrow for the premiere of #DancingWithMyself on @nbc! @nickjonas @lizakoshy @camillekostek https://t.co/nnW5BVttMz,4984,424,2022-05-30 21:44:34+00:00,neutral,0
150,shakira,What an extraordinary  movie of one of my favorite artists of all time. https://t.co/3ReqFIuSA3,47131,2423,2022-05-25 21:28:22+00:00,positive,1
151,shakira,"This is a time to demand action. It’s not the time to get numb.  

If you're in the US, sign up to get involved in @Everytown's movement to #EndGunViolence by texting ACT to 644-33 or head to https://t.co/sgwhDxCnof
 https://t.co/cXElSLI5X4",4517,743,2022-05-25 14:02:06+00:00,negative,-1
152,shakira,So honored and thankful for this award! Thank you @IvorsAcademy and all the people that have been on this journey alongside me! https://t.co/JrKzZ2qLzc,5889,634,2022-05-20 19:45:50+00:00,neutral,0
153,shakira,With one of my favorite Canadians @MMercuriadis! https://t.co/7DCMhOO5Ql,4151,320,2022-05-19 14:36:06+00:00,positive,1
154,shakira,Soo much fun this past Monday at the @TODAYshow ! Here are some of my favorite moments during the interview!  Thanks for having me! 💋 https://t.co/w6aiZM6X9e,2976,316,2022-05-19 13:49:42+00:00,positive,1
155,shakira,"Jimmy thank u for having me on your show. It was great to see u, it was a lot of fun! https://t.co/iKABU0zB4Q",7329,679,2022-05-17 16:12:00+00:00,positive,1
156,shakira,"Reencounter with @nickjonas, getting ready for the release of #DancingWithMyself https://t.co/K2XkzbXmpP",10624,713,2022-05-16 22:54:05+00:00,positive,1
